CSIRO Aspendale	
1969	1.011743777
1970	1.011655886
1971	1.011681772
1972	1.011659229
1973	1.011570592
1974	1.0115333
1975	1.011484768
1976	1.011455758
1977	1.011400425
1978	1.011393281
1979	1.01140347
1980	1.011318824
1981	1.011230926
1982	1.011110744
1983	1.011046172
1984	1.010947792
1985	1.01088393
1986	1.010827464
1987	1.010715967
1988	1.010545563
1989	1.010470817
1990	1.010430268
1991	1.01034945
1992	1.010265545
1993	1.010198543
1994	1.010085801
1995	1.009938137
1996	1.00981375
1997	1.009743442
1998	1.009675133
1999	1.009513143
2000	1.009349322
2001	1.00915402
2002	1.008977633
2003	1.008816265
2004	1.008652284
2005	1.008484302
2006	1.008303232
2007	1.00812808
2008	1.007919982
2009	1.007834802
2010	1.007723016
2011	1.0075582
2012	1.00742278
2013	1.007266989
2014	1.007032226
2015	1.006843556
2016	1.006713218
2017	1.006548202
2018	1.006356822
2019	1.006155402
2020	1.005929059
2021	1.00567418
2022	1.005531333
2023	1.00535083
2024	1.005193574
2025	1.005047784
2026	1.004874352
2027	1.004651887
2028	1.00444062
2029	1.004217262
2030	1.004032153
2031	1.003880469
2032	1.003684018
2033	1.003542899
2034	1.003308204
2035	1.003119209
2036	1.002917842
2037	1.002728504
2038	1.002624518
2039	1.002431927
2040	1.002232976
2041	1.002017413
2042	1.001792682
2043	1.001653304
2044	1.00150584
2045	1.0013505
2046	1.001137102
2047	1.000988368
2048	1.000814847
2049	1.000639029
2050	1.000556705
2051	1.000465834
2052	1.000329577
2053	1.00023917
2054	1.000106581
2055	0.999954058
2056	0.999787849
2057	0.999537833
2058	0.999350171
2059	0.999175311
2060	0.999008469
2061	0.998847379
2062	0.99871388
2063	0.99860789
2064	0.998514262
2065	0.99835026
2066	0.998267402
2067	0.998147462
2068	0.997952435
2069	0.997855006
2070	0.997851352
2071	0.997732858
2072	0.997627602
2073	0.99748709
2074	0.997276138
2075	0.997160114
2076	0.997116994
2077	0.99705154
2078	0.997060977
2079	0.996982058
2080	0.996851888
2081	0.996749531
2082	0.99665314
2083	0.996537136
2084	0.996455086
2085	0.996416658
2086	0.996298924
2087	0.996132814
2088	0.996016754
2089	0.995826455
2090	0.995692723
2091	0.995558619
2092	0.995415361
2093	0.995244703
2094	0.995106298
2095	0.994986085
2096	0.994854352
2097	0.994740805
2098	0.994571984
2099	0.994404359
2100	0.994221746
2101	0.994077203
2102	0.993904753
2103	0.993773681
2104	0.993654499
2105	0.99349839
2106	0.993350356
2107	0.993189888
2108	0.992974538
2109	0.99281875
2110	0.992710965
2111	0.992619706
2112	0.992570364
2113	0.992520486
2114	0.99242296
2115	0.992254571
2116	0.992148421
2117	0.991985099
2118	0.991863847
2119	0.991842409
2120	0.991785129
2121	0.991734925
2122	0.991630281
2123	0.991439228
2124	0.991327505
2125	0.991230274
2126	0.991151151
2127	0.991087908
2128	0.991031553
2129	0.991013706
2130	0.990960085
2131	0.990902122
2132	0.99080417
2133	0.990776508
2134	0.990689528
2135	0.990663444
2136	0.990642339
2137	0.990578921
2138	0.99054269
2139	0.990520085
2140	0.990413284
2141	0.990350473
2142	0.990329719
2143	0.990302878
2144	0.990352456
2145	0.990405676
2146	0.990462204
2147	0.990534221
2148	0.990595455
2149	0.99071552
2150	0.990830887
2151	0.990955729
2152	0.991122641
2153	0.991260465
2154	0.991427738
2155	0.991619675
2156	0.991825313
2157	0.992040914
2158	0.992241894
2159	0.992478182
2160	0.99266147
2161	0.992851905
2162	0.993045151
2163	0.993302033
2164	0.99352493
2165	0.993766511
2166	0.993991226
2167	0.994218023
2168	0.994474276
2169	0.994709503
2170	0.994958249
2171	0.995275871
2172	0.995573185
2173	0.995888687
2174	0.996236496
2175	0.996552396
2176	0.996767029
2177	0.997030885
2178	0.997320117
2179	0.99762881
2180	0.997990528
2181	0.998358796
2182	0.998680687
2183	0.998973665
2184	0.999264376
2185	0.999521009
2186	0.999791523
2187	1.00004267
2188	1.000280323
2189	1.000543126
2190	1.000802738
2191	1.001090925
2192	1.001315132
2193	1.001548317
2194	1.001778008
2195	1.001991808
2196	1.002235876
2197	1.00254181
2198	1.002755129
2199	1.002895685
2200	1.00310666
2201	1.0033392
2202	1.003517949
2203	1.003679899
2204	1.003847317
2205	1.003907595
2206	1.00402415
2207	1.004150173
2208	1.004313652
2209	1.004408103
2210	1.004534503
2211	1.00465131
2212	1.00468114
2213	1.004818254
2214	1.004826817
2215	1.004914314
2216	1.005003435
2217	1.005070412
2218	1.005123697
2219	1.00514823
2220	1.005161941
2221	1.005227945
2222	1.005321875
2223	1.005323533
2224	1.005285982
2225	1.005287382
2226	1.005262982
2227	1.00527617
2228	1.005229533
2229	1.005197047
2230	1.00517892
2231	1.005159558
2232	1.005058183
2233	1.004980757
2234	1.004848226
2235	1.004717217
2236	1.004685629
2237	1.004709926
2238	1.004643678
2239	1.004552135
2240	1.00449458
2241	1.004461433
2242	1.004359073
2243	1.004255056
2244	1.004167788
2245	1.004021313
2246	1.003996319
2247	1.004093036
2248	1.004006781
2249	1.003807113
2250	1.003715555
2251	1.003651497
2252	1.003556233
2253	1.00357587
2254	1.003492629
2255	1.003240385
2256	1.003136694
2257	1.003059356
2258	1.002984651
2259	1.00289228
2260	1.002839382
2261	1.002756982
2262	1.002598733
2263	1.002544469
2264	1.002453295
2265	1.002309999
2266	1.002196011
2267	1.002112808
2268	1.001976719
2269	1.001905628
2270	1.00182661
2271	1.001727417
2272	1.001623714
2273	1.001511839
2274	1.001364594
2275	1.00120144
2276	1.00106441
2277	1.001033268
2278	1.000966613
2279	1.000871265
2280	1.000800718
2281	1.00068062
2282	1.000569471
2283	1.000425983
2284	1.000237529
2285	1.00007263
2286	0.999930237
2287	0.99980525
2288	0.999780852
2289	0.999643517
2290	0.999496203
2291	0.99933249
2292	0.999185321
2293	0.999019935
2294	0.998902994
2295	0.998691632
2296	0.998487815
2297	0.99838152
2298	0.998131862
2299	0.998036327
2300	0.997872982
2301	0.997620055
2302	0.997468764
2303	0.997364854
2304	0.997253153
2305	0.997171011
2306	0.99700796
2307	0.996892796
2308	0.996733022
2309	0.996639914
2310	0.996428146
2311	0.99621794
2312	0.996051358
2313	0.995803649
2314	0.995656987
2315	0.995508158
2316	0.995406811
2317	0.995328141
2318	0.995161754
2319	0.99505997
2320	0.994899176
2321	0.994778868
2322	0.994616436
2323	0.994370146
2324	0.994239289
2325	0.994024255
2326	0.993909365
2327	0.993816872
2328	0.993729036
2329	0.993656649
2330	0.993518881
2331	0.993383556
2332	0.993195217
2333	0.993021489
2334	0.992815127
2335	0.99268956
2336	0.992566462
2337	0.992448591
2338	0.992308273
2339	0.99213492
2340	0.992024305
2341	0.991819293
2342	0.99166557
2343	0.991598571
2344	0.991537863
2345	0.991410203
2346	0.991435231
2347	0.99129159
2348	0.991058767
2349	0.990956272
2350	0.990825507
2351	0.99066965
2352	0.990634725
2353	0.990584956
2354	0.990441562
2355	0.990339279
2356	0.990275932
2357	0.990184196
2358	0.990133499
2359	0.990050993
2360	0.989946124
2361	0.989904283
2362	0.989813237
2363	0.989661872
2364	0.989622267
2365	0.989507817
2366	0.989375004
2367	0.989288269
2368	0.989382456
2369	0.989218655
2370	0.988982305
2371	0.988897979
2372	0.988805697
2373	0.988778485
2374	0.988840152
2375	0.988900152
2376	0.988849014
2377	0.988783483
2378	0.988982375
2379	0.988980876
2380	0.988887409
2381	0.988771383
2382	0.98859176
2383	0.988475973
2384	0.988540379
2385	0.988445165
2386	0.98841138
2387	0.988404062
2388	0.988480348
2389	0.988450093
2390	0.988595384
2391	0.988490783
2392	0.988336995
2393	0.988184381
2394	0.988067945
2395	0.9880505
2396	0.988053629
2397	0.988089996
2398	0.988274432
2399	0.988322206
2400	0.988247744
2401	0.988299724
2402	0.988300635
2403	0.988208023
2404	0.988217379
2405	0.988130086
2406	0.987957887
2407	0.987891363
2408	0.98799085
2409	0.988043851
2410	0.988086993
2411	0.987930579
2412	0.987731985
2413	0.987624149
2414	0.987639443
2415	0.987470769
2416	0.987273116
2417	0.987325293
2418	0.98723889
2419	0.987245303
2420	0.987420239
2421	0.987526448
2422	0.987606817
2423	0.987713887
2424	0.987936913
2425	0.988032523
2426	0.987959163
2427	0.987966183
2428	0.987925437
2429	0.987808167
2430	0.987623826
2431	0.987595841
2432	0.987344439
2433	0.987302212
2434	0.987572648
2435	0.9875104
2436	0.987313535
2437	0.987541074
2438	0.987601388
2439	0.987548007
2440	0.987526902
2441	0.987565144
2442	0.987524449
2443	0.987535562
2444	0.987431984
2445	0.987642621
2446	0.987383444
2447	0.98721905
2448	0.987461579
2449	0.987364694
2450	0.987470923
2451	0.987685287
2452	0.987699038
2453	0.987871101
2454	0.988046779
2455	0.988021328
2456	0.987864702
2457	0.987962686
2458	0.987673305
2459	0.987520605
2460	0.987165406
2461	0.986926703
2462	0.986586592
2463	0.986402565
2464	0.986571399
2465	0.986652866
2466	0.98690665
2467	0.986793368
2468	0.986880307
2469	0.986882199
2470	0.987104886
2471	0.987054691
2472	0.986858651
2473	0.986859517
2474	0.986407761
2475	0.98624248
2476	0.986528296
2477	0.986744103
2478	0.986864469
2479	0.987548634
2480	0.987747807
2481	0.98758333
2482	0.987589732
2483	0.987350256
2484	0.987313627
2485	0.987550026
2486	0.987317272
2487	0.987223752
2488	0.986811319
2489	0.98678435
2490	0.986738288
2491	0.986809826
2492	0.987275193
2493	0.987713941
2494	0.987752721
2495	0.987950536
2496	0.987608661
2497	0.987145787
2498	0.98764339
2499	0.987945357
2500	0.989073998

