Curin University (CUT2)	
1970	1.007560107
1971	1.00754107
1972	1.00747293
1973	1.007338125
1974	1.007253625
1975	1.007157129
1976	1.007079287
1977	1.006974471
1978	1.00691689
1979	1.006875839
1980	1.006739677
1981	1.006599601
1982	1.006426735
1983	1.006308588
1984	1.006156177
1985	1.006037527
1986	1.005925662
1987	1.005758482
1988	1.005532158
1989	1.005400511
1990	1.005302397
1991	1.005163746
1992	1.005021574
1993	1.004895788
1994	1.004724096
1995	1.004517284
1996	1.004333265
1997	1.004202686
1998	1.004073766
1999	1.003851384
2000	1.003626906
2001	1.003370874
2002	1.00313343
2003	1.00291073
2004	1.00268528
2005	1.002455731
2006	1.002213087
2007	1.001976274
2008	1.001706701
2009	1.0015593
2010	1.0013855
2011	1.001159083
2012	1.000961989
2013	1.000744804
2014	1.000449346
2015	1.000199906
2016	1.000008664
2017	0.999783262
2018	0.999531995
2019	0.999271117
2020	0.998985883
2021	0.998672743
2022	0.998471319
2023	0.998232998
2024	0.998018287
2025	0.997815523
2026	0.997585913
2027	0.997308261
2028	0.997042399
2029	0.996765243
2030	0.996526795
2031	0.996322293
2032	0.996074171
2033	0.995881803
2034	0.995597452
2035	0.995359368
2036	0.995109957
2037	0.994873467
2038	0.994722678
2039	0.994485032
2040	0.994242168
2041	0.993983951
2042	0.993717804
2043	0.993537516
2044	0.993350436
2045	0.993156808
2046	0.992906898
2047	0.992722457
2048	0.992514806
2049	0.992306282
2050	0.992191914
2051	0.992070526
2052	0.99190555
2053	0.991787394
2054	0.991628712
2055	0.991451508
2056	0.991261919
2057	0.990990367
2058	0.990781705
2059	0.990586746
2060	0.990400686
2061	0.99022122
2062	0.990069941
2063	0.989946704
2064	0.989836435
2065	0.98965706
2066	0.989558718
2067	0.989424155
2068	0.989215642
2069	0.989104293
2070	0.989086256
2071	0.988954688
2072	0.988836485
2073	0.988683522
2074	0.988460868
2075	0.988332371
2076	0.988276138
2077	0.988197718
2078	0.988193411
2079	0.988101361
2080	0.987958289
2081	0.987842496
2082	0.987732268
2083	0.987602197
2084	0.98750531
2085	0.987451129
2086	0.987317771
2087	0.987135832
2088	0.987002792
2089	0.986795426
2090	0.986643295
2091	0.986489919
2092	0.986326536
2093	0.986135007
2094	0.985974381
2095	0.985830666
2096	0.985674363
2097	0.985534843
2098	0.985339269
2099	0.985143529
2100	0.984931531
2101	0.984755807
2102	0.984551075
2103	0.98438608
2104	0.984231717
2105	0.984039741
2106	0.983854838
2107	0.983656802
2108	0.983403706
2109	0.983209002
2110	0.983061346
2111	0.98292967
2112	0.982839225
2113	0.982748079
2114	0.982609696
2115	0.982401208
2116	0.982254507
2117	0.98205148
2118	0.98189049
2119	0.9818288
2120	0.981732229
2121	0.981643373
2122	0.981501453
2123	0.981274945
2124	0.981128003
2125	0.980996559
2126	0.980884302
2127	0.980789135
2128	0.980702268
2129	0.980655101
2130	0.98057424
2131	0.980490898
2132	0.980369915
2133	0.980320521
2134	0.980214582
2135	0.980171154
2136	0.98013502
2137	0.980059501
2138	0.980013469
2139	0.979983617
2140	0.979873274
2141	0.979809371
2142	0.979790105
2143	0.979767954
2144	0.979824655
2145	0.979888315
2146	0.979958714
2147	0.980048012
2148	0.980130324
2149	0.980274639
2150	0.980418206
2151	0.980575118
2152	0.980777532
2153	0.980954895
2154	0.981164993
2155	0.981402957
2156	0.981657798
2157	0.981925679
2158	0.982182127
2159	0.982476426
2160	0.982721018
2161	0.982975302
2162	0.983234846
2163	0.983559739
2164	0.983853184
2165	0.984167195
2166	0.984466427
2167	0.984769505
2168	0.985103405
2169	0.985417987
2170	0.985747332
2171	0.986146152
2172	0.986525955
2173	0.986924748
2174	0.987356389
2175	0.9877571
2176	0.988057987
2177	0.988408071
2178	0.988783587
2179	0.98917854
2180	0.989626082
2181	0.990080002
2182	0.990487673
2183	0.990866269
2184	0.991242079
2185	0.99158341
2186	0.991937702
2187	0.992271832
2188	0.992591489
2189	0.992934888
2190	0.993273772
2191	0.993639537
2192	0.993940183
2193	0.994247987
2194	0.994550438
2195	0.994835092
2196	0.995147647
2197	0.995519352
2198	0.995796679
2199	0.995999191
2200	0.996268949
2201	0.996557342
2202	0.996789539
2203	0.997002327
2204	0.997217872
2205	0.997324355
2206	0.997484162
2207	0.997650844
2208	0.997852259
2209	0.997982655
2210	0.998142407
2211	0.998290289
2212	0.998349451
2213	0.998512974
2214	0.998546555
2215	0.998656422
2216	0.998765801
2217	0.998851117
2218	0.998920817
2219	0.998959977
2220	0.998986466
2221	0.999063056
2222	0.99916558
2223	0.999174621
2224	0.999142962
2225	0.999148334
2226	0.999126426
2227	0.99914029
2228	0.999093149
2229	0.999058577
2230	0.999036827
2231	0.999012447
2232	0.998905199
2233	0.998820445
2234	0.998679662
2235	0.998539176
2236	0.998496332
2237	0.998507903
2238	0.998428412
2239	0.998322751
2240	0.998249885
2241	0.998200338
2242	0.998081119
2243	0.997959411
2244	0.99785355
2245	0.997688104
2246	0.997642671
2247	0.997717516
2248	0.997609937
2249	0.997389105
2250	0.997275178
2251	0.997188093
2252	0.99706952
2253	0.997064604
2254	0.996956965
2255	0.996680903
2256	0.996551891
2257	0.996448508
2258	0.996347176
2259	0.996227716
2260	0.996146876
2261	0.996036125
2262	0.995849418
2263	0.995765365
2264	0.995644007
2265	0.995470224
2266	0.99532488
2267	0.995209427
2268	0.995040754
2269	0.994935919
2270	0.994822486
2271	0.994688279
2272	0.994548843
2273	0.994400528
2274	0.994216318
2275	0.994015524
2276	0.993839866
2277	0.99376851
2278	0.993661062
2279	0.993524282
2280	0.993411259
2281	0.993248177
2282	0.993093091
2283	0.992905009
2284	0.99267139
2285	0.992460227
2286	0.992270461
2287	0.992097015
2288	0.992022411
2289	0.99183476
2290	0.991636215
2291	0.991420396
2292	0.991219969
2293	0.991000438
2294	0.990827914
2295	0.990560675
2296	0.99029985
2297	0.990134658
2298	0.98982619
2299	0.989669448
2300	0.989444331
2301	0.989129267
2302	0.988913906
2303	0.988744515
2304	0.988566462
2305	0.988416842
2306	0.988186229
2307	0.988002358
2308	0.987773624
2309	0.987610376
2310	0.987329037
2311	0.987048818
2312	0.986811463
2313	0.986493448
2314	0.986275321
2315	0.986054895
2316	0.985881417
2317	0.985730382
2318	0.985492536
2319	0.985318797
2320	0.985086829
2321	0.984895224
2322	0.984662262
2323	0.98434671
2324	0.984145927
2325	0.98386239
2326	0.983678611
2327	0.983517701
2328	0.983362172
2329	0.983222775
2330	0.983019602
2331	0.982819841
2332	0.982568701
2333	0.982333161
2334	0.982066557
2335	0.981881161
2336	0.981699564
2337	0.981524563
2338	0.981328863
2339	0.98110207
2340	0.980938965
2341	0.980684239
2342	0.980482022
2343	0.980367412
2344	0.980260952
2345	0.980090308
2346	0.980072682
2347	0.979890469
2348	0.979622331
2349	0.97948532
2350	0.979322736
2351	0.97913777
2352	0.979074679
2353	0.97899917
2354	0.978833298
2355	0.978710129
2356	0.97862742
2357	0.978518541
2358	0.978452014
2359	0.978355754
2360	0.978239007
2361	0.978186058
2362	0.978085912
2363	0.977927492
2364	0.977880748
2365	0.977761192
2366	0.977624544
2367	0.977534388
2368	0.97762387
2369	0.977459206
2370	0.977223536
2371	0.977138671
2372	0.97704644
2373	0.977018907
2374	0.977079506
2375	0.977138674
2376	0.97708815
2377	0.977023433
2378	0.977219933
2379	0.977218268
2380	0.977125482
2381	0.977010062
2382	0.976831367
2383	0.976715222
2384	0.976776505
2385	0.976679353
2386	0.976642092
2387	0.976630083
2388	0.976699689
2389	0.976662936
2390	0.976798454
2391	0.976685789
2392	0.976523161
2393	0.976360237
2394	0.97623151
2395	0.976198944
2396	0.976184967
2397	0.976201996
2398	0.976363383
2399	0.976387732
2400	0.976289209
2401	0.976313423
2402	0.976285065
2403	0.97616229
2404	0.976138292
2405	0.976016963
2406	0.975809998
2407	0.975705725
2408	0.975763802
2409	0.97577444
2410	0.975773896
2411	0.975574934
2412	0.975333067
2413	0.975179649
2414	0.975146716
2415	0.974931136
2416	0.974686035
2417	0.974686743
2418	0.974549891
2419	0.974503993
2420	0.974623845
2421	0.974675345
2422	0.974700914
2423	0.974752493
2424	0.974918242
2425	0.974958076
2426	0.974831099
2427	0.974783446
2428	0.974688762
2429	0.974518769
2430	0.974282888
2431	0.974201614
2432	0.973900405
2433	0.973806059
2434	0.974020697
2435	0.973907899
2436	0.973663128
2437	0.973837755
2438	0.973848412
2439	0.97374799
2440	0.973680517
2441	0.973672762
2442	0.97358847
2443	0.973556632
2444	0.973413192
2445	0.973581047
2446	0.973287411
2447	0.973088938
2448	0.973293363
2449	0.973165126
2450	0.973239054
2451	0.973421588
2452	0.973408417
2453	0.973553239
2454	0.973703552
2455	0.973657547
2456	0.973484132
2457	0.973563434
2458	0.973262793
2459	0.973098574
2460	0.972736509
2461	0.972490891
2462	0.97214696
2463	0.971958395
2464	0.972119048
2465	0.972195094
2466	0.972442371
2467	0.97232936
2468	0.972414996
2469	0.972418147
2470	0.972640134
2471	0.972594473
2472	0.972406298
2473	0.972413295
2474	0.971975405
2475	0.971820864
2476	0.972111852
2477	0.972334848
2478	0.972464746
2479	0.973151131
2480	0.973360472
2481	0.973212283
2482	0.973233267
2483	0.973012685
2484	0.972992701
2485	0.973242446
2486	0.973030452
2487	0.972956249
2488	0.972568266
2489	0.97256067
2490	0.972534707
2491	0.972625062
2492	0.973103967
2493	0.973556983
2494	0.973616061
2495	0.97383215
2496	0.973516464
2497	0.973081653
2498	0.973593759
2499	0.973913111
2500	0.975047468
