University Queensland
Serial Number: SRT#05 99AA01-1013-7242
Comments: From Jason Barnetson for L8/9 Underfly


Wavelength	 K-factor
2164	 0.944
2165	 0.945
2166	 0.945
2167	 0.945
2168	 0.945
2169	 0.946
2170	 0.946
2171	 0.947
2172	 0.947
2173	 0.947
2174	 0.948
2175	 0.948
2176	 0.948
2177	 0.949
2178	 0.949
2179	 0.949
2180	 0.95
2181	 0.95
2182	 0.95
2183	 0.951
2184	 0.951
2185	 0.951
2186	 0.952
2187	 0.952
2188	 0.952
2189	 0.953
2190	 0.953
2191	 0.953
2192	 0.953
2193	 0.954
2194	 0.954
2195	 0.954
2196	 0.955
2197	 0.955
2198	 0.955
2199	 0.955
2200	 0.955
2201	 0.955
2202	 0.956
2203	 0.956
2204	 0.956
2205	 0.956
2206	 0.956
2207	 0.956
2208	 0.956
2209	 0.956
2210	 0.956
2211	 0.956
2212	 0.956
2213	 0.957
2214	 0.957
2215	 0.957
2216	 0.957
2217	 0.956
2218	 0.956
2219	 0.956
2220	 0.956
2221	 0.956
2222	 0.956
2223	 0.956
2224	 0.956
2225	 0.956
2226	 0.956
2227	 0.956
2228	 0.956
2229	 0.956
2230	 0.955
2231	 0.955
2232	 0.955
2233	 0.955
2234	 0.955
2235	 0.955
2236	 0.955
2237	 0.954
2238	 0.954
2239	 0.954
2240	 0.954
2241	 0.954
2242	 0.954
2243	 0.953
2244	 0.953
2245	 0.953
2246	 0.953
2247	 0.953
2248	 0.953
2249	 0.952
2250	 0.952
2251	 0.952
2252	 0.952
2253	 0.952
2254	 0.951
2255	 0.951
2256	 0.951
2257	 0.951
2258	 0.951
2259	 0.951
2260	 0.95
2261	 0.95
2262	 0.95
2263	 0.95
2264	 0.95
2265	 0.949
2266	 0.949
2267	 0.949
2268	 0.949
2269	 0.949
2270	 0.949
2271	 0.948
2272	 0.948
2273	 0.948
2274	 0.948
2275	 0.948
2276	 0.948
2277	 0.947
2278	 0.947
2279	 0.947
2280	 0.947
2281	 0.947
2282	 0.947
2283	 0.946
2284	 0.946
2285	 0.946
2286	 0.946
2287	 0.946
2288	 0.946
2289	 0.945
2290	 0.945
2291	 0.945
2292	 0.945
2293	 0.945
2294	 0.945
2295	 0.944
2296	 0.944
2297	 0.944
2298	 0.944
2299	 0.944
2300	 0.944
2301	 0.944
2302	 0.943
2303	 0.943
2304	 0.943
2305	 0.943
2306	 0.943
2307	 0.943
2308	 0.943
2309	 0.942
2310	 0.942
2311	 0.942
2312	 0.942
2313	 0.942
2314	 0.942
2315	 0.942
2316	 0.941
2317	 0.941
2318	 0.941
2319	 0.941
2320	 0.941
2321	 0.941
2322	 0.941
2323	 0.94
2324	 0.94
2325	 0.94
2326	 0.94
2327	 0.94
2328	 0.94
2329	 0.94
2330	 0.94
2331	 0.939
2332	 0.939
2333	 0.939
2334	 0.939
2335	 0.939
2336	 0.939
2337	 0.939
2338	 0.939
2339	 0.938
2340	 0.938
2341	 0.938
2342	 0.938
2343	 0.938
2344	 0.938
2345	 0.938
2346	 0.938
2347	 0.938
2348	 0.937
2349	 0.937
2350	 0.937
2351	 0.937
2352	 0.937
2353	 0.937
2354	 0.937
2355	 0.937
2356	 0.937
2357	 0.936
2358	 0.936
2359	 0.936
2360	 0.936
2361	 0.936
2362	 0.936
2363	 0.936
2364	 0.936
2365	 0.936
2366	 0.936
2367	 0.935
2368	 0.935
2369	 0.935
2370	 0.935
2371	 0.935
2372	 0.935
2373	 0.935
2374	 0.935
2375	 0.935
2376	 0.935
2377	 0.934
2378	 0.934
2379	 0.934
2380	 0.934
2381	 0.934
2382	 0.934
2383	 0.934
2384	 0.934
2385	 0.934
2386	 0.934
2387	 0.933
2388	 0.933
2389	 0.933
2390	 0.933
2391	 0.933
2392	 0.933
2393	 0.933
2394	 0.933
2395	 0.933
2396	 0.933
2397	 0.933
2398	 0.932
2399	 0.932
2400	 0.932
2401	 0.932
2402	 0.932
2403	 0.932
2404	 0.932
2405	 0.932
2406	 0.932
2407	 0.932
2408	 0.932
2409	 0.931
2410	 0.931
2411	 0.931
2412	 0.931
2413	 0.931
2414	 0.931
2415	 0.931
2416	 0.931
2417	 0.931
2418	 0.931
2419	 0.931
2420	 0.931
2421	 0.931
2422	 0.93
2423	 0.93
2424	 0.93
2425	 0.93
2426	 0.93
2427	 0.93
2428	 0.93
2429	 0.93
2430	 0.93
2431	 0.93
2432	 0.93
2433	 0.93
2434	 0.93
2435	 0.93
2436	 0.93
2437	 0.93
2438	 0.93
2439	 0.93
2440	 0.93
2441	 0.93
2442	 0.93
2443	 0.93
2444	 0.93
2445	 0.93
2446	 0.93
2447	 0.93
2448	 0.93
2449	 0.93
2450	 0.93
2451	 0.931
2452	 0.931
2453	 0.931
2454	 0.931
2455	 0.931
2456	 0.931
2457	 0.931
2458	 0.931
2459	 0.931
2460	 0.932
2461	 0.932
2462	 0.932
2463	 0.932
2464	 0.932
2465	 0.932
2466	 0.933
2467	 0.933
2468	 0.933
2469	 0.933
2470	 0.933
2471	 0.933
2472	 0.934
2473	 0.934
2474	 0.934
2475	 0.934
2476	 0.934
2477	 0.935
2478	 0.935
2479	 0.935
2480	 0.935
2481	 0.936
2482	 0.936
2483	 0.936
2484	 0.936
2485	 0.937
2486	 0.937
2487	 0.937
2488	 0.937
2489	 0.937
2490	 0.938
2491	 0.938
2492	 0.938
2493	 0.938
2494	 0.939
2495	 0.939
2496	 0.939
2497	 0.94
2498	 0.94
2499	 0.94
2500	 0.94
