CSIRO WA	
1975	0.976852958
1976	0.976755078
1977	0.976654396
1978	0.976550841
1979	0.976444341
1980	0.976334823
1981	0.976222216
1982	0.976106448
1983	0.975987446
1984	0.975865139
1985	0.975739455
1986	0.975610322
1987	0.975477668
1988	0.975341421
1989	0.975201509
1990	0.97505786
1991	0.974910401
1992	0.974759062
1993	0.97460377
1994	0.974444453
1995	0.97428104
1996	0.974113457
1997	0.973941634
1998	0.973765498
1999	0.973584977
2000	0.9734
2001	0.973210537
2002	0.973016734
2003	0.972818779
2004	0.972616861
2005	0.972411166
2006	0.972201884
2007	0.971989204
2008	0.971773312
2009	0.971554398
2010	0.97133265
2011	0.971108256
2012	0.970881404
2013	0.970652283
2014	0.970421081
2015	0.970187986
2016	0.969953186
2017	0.96971687
2018	0.969479226
2019	0.969240442
2020	0.969000707
2021	0.968760208
2022	0.968519134
2023	0.968277674
2024	0.968036015
2025	0.967794346
2026	0.967552855
2027	0.967311731
2028	0.967071161
2029	0.966831334
2030	0.966592438
2031	0.966354662
2032	0.966118193
2033	0.96588322
2034	0.965649932
2035	0.965418516
2036	0.96518916
2037	0.964962054
2038	0.964737385
2039	0.964515342
2040	0.964296113
2041	0.964079886
2042	0.963866849
2043	0.96365719
2044	0.963451099
2045	0.963248763
2046	0.96305037
2047	0.96285611
2048	0.962666169
2049	0.962480736
2050	0.9623
2051	0.962124088
2052	0.961952883
2053	0.96178621
2054	0.961623889
2055	0.961465745
2056	0.9613116
2057	0.961161278
2058	0.9610146
2059	0.960871391
2060	0.960731472
2061	0.960594667
2062	0.960460799
2063	0.96032969
2064	0.960201163
2065	0.960075042
2066	0.959951149
2067	0.959829307
2068	0.959709339
2069	0.959591068
2070	0.959474317
2071	0.959358908
2072	0.959244665
2073	0.95913141
2074	0.959018966
2075	0.958907157
2076	0.958795805
2077	0.958684733
2078	0.958573764
2079	0.95846272
2080	0.958351425
2081	0.958239702
2082	0.958127373
2083	0.958014262
2084	0.95790019
2085	0.957784982
2086	0.95766846
2087	0.957550447
2088	0.957430765
2089	0.957309238
2090	0.957185689
2091	0.95705994
2092	0.956931815
2093	0.956801136
2094	0.956667726
2095	0.956531408
2096	0.956392005
2097	0.95624934
2098	0.956103235
2099	0.955953514
2100	0.9558
2101	0.955642612
2102	0.955481658
2103	0.955317544
2104	0.955150674
2105	0.954981453
2106	0.954810286
2107	0.954637579
2108	0.954463736
2109	0.954289162
2110	0.954114261
2111	0.95393944
2112	0.953765103
2113	0.953591655
2114	0.953419501
2115	0.953249046
2116	0.953080694
2117	0.952914852
2118	0.952751923
2119	0.952592313
2120	0.952436427
2121	0.952284669
2122	0.952137445
2123	0.95199516
2124	0.951858218
2125	0.951727025
2126	0.951601985
2127	0.951483504
2128	0.951371986
2129	0.951267837
2130	0.951171461
2131	0.951083264
2132	0.951003649
2133	0.950933023
2134	0.950871791
2135	0.950820356
2136	0.950779125
2137	0.950748502
2138	0.950728892
2139	0.9507207
2140	0.950724331
2141	0.95074019
2142	0.950768681
2143	0.950810211
2144	0.950865184
2145	0.950934005
2146	0.951017078
2147	0.95111481
2148	0.951227604
2149	0.951355866
2150	0.9515
2151	0.951660247
2152	0.951836189
2153	0.952027241
2154	0.95223282
2155	0.952452342
2156	0.952685225
2157	0.952930883
2158	0.953188735
2159	0.953458196
2160	0.953738682
2161	0.954029611
2162	0.954330398
2163	0.95464046
2164	0.954959213
2165	0.955286075
2166	0.955620461
2167	0.955961787
2168	0.956309471
2169	0.956662929
2170	0.957021576
2171	0.957384831
2172	0.957752108
2173	0.958122825
2174	0.958496398
2175	0.958872243
2176	0.959249777
2177	0.959628416
2178	0.960007577
2179	0.960386676
2180	0.96076513
2181	0.961142355
2182	0.961517767
2183	0.961890783
2184	0.96226082
2185	0.962627293
2186	0.96298962
2187	0.963347216
2188	0.963699499
2189	0.964045884
2190	0.964385789
2191	0.964718629
2192	0.965043821
2193	0.965360781
2194	0.965668926
2195	0.965967672
2196	0.966256437
2197	0.966534635
2198	0.966801684
2199	0.967057
2200	0.9673
2201	0.967530241
2202	0.967747845
2203	0.967953077
2204	0.9681462
2205	0.968327477
2206	0.968497173
2207	0.96865555
2208	0.968802873
2209	0.968939405
2210	0.96906541
2211	0.969181152
2212	0.969286893
2213	0.969382899
2214	0.969469431
2215	0.969546755
2216	0.969615134
2217	0.96967483
2218	0.969726109
2219	0.969769234
2220	0.969804468
2221	0.969832074
2222	0.969852318
2223	0.969865461
2224	0.969871769
2225	0.969871504
2226	0.96986493
2227	0.969852311
2228	0.96983391
2229	0.969809992
2230	0.96978082
2231	0.969746656
2232	0.969707766
2233	0.969664413
2234	0.96961686
2235	0.969565371
2236	0.96951021
2237	0.96945164
2238	0.969389925
2239	0.969325329
2240	0.969258114
2241	0.969188546
2242	0.969116888
2243	0.969043402
2244	0.968968353
2245	0.968892005
2246	0.968814621
2247	0.968736465
2248	0.968657801
2249	0.968578891
2250	0.9685
2251	0.96842133
2252	0.968342836
2253	0.968264412
2254	0.968185951
2255	0.968107348
2256	0.968028497
2257	0.96794929
2258	0.967869622
2259	0.967789386
2260	0.967708477
2261	0.967626787
2262	0.967544212
2263	0.967460644
2264	0.967375977
2265	0.967290105
2266	0.967202922
2267	0.967114322
2268	0.967024198
2269	0.966932444
2270	0.966838953
2271	0.966743621
2272	0.96664634
2273	0.966547004
2274	0.966445507
2275	0.966341742
2276	0.966235604
2277	0.966126987
2278	0.966015783
2279	0.965901887
2280	0.965785192
2281	0.965665593
2282	0.965542982
2283	0.965417254
2284	0.965288303
2285	0.965156022
2286	0.965020306
2287	0.964881046
2288	0.964738139
2289	0.964591477
2290	0.964440954
2291	0.964286463
2292	0.9641279
2293	0.963965157
2294	0.963798127
2295	0.963626706
2296	0.963450787
2297	0.963270262
2298	0.963085027
2299	0.962894975
2300	0.9627
2301	0.962500053
2302	0.96229532
2303	0.962086043
2304	0.961872465
2305	0.961654829
2306	0.961433378
2307	0.961208355
2308	0.960980003
2309	0.960748565
2310	0.960514283
2311	0.960277401
2312	0.960038161
2313	0.959796807
2314	0.95955358
2315	0.959308725
2316	0.959062484
2317	0.9588151
2318	0.958566816
2319	0.958317874
2320	0.958068519
2321	0.957818991
2322	0.957569536
2323	0.957320394
2324	0.95707181
2325	0.956824027
2326	0.956577286
2327	0.956331831
2328	0.956087905
2329	0.955845752
2330	0.955605612
2331	0.955367731
2332	0.95513235
2333	0.954899712
2334	0.954670061
2335	0.954443639
2336	0.95422069
2337	0.954001455
2338	0.953786178
2339	0.953575103
2340	0.953368471
2341	0.953166526
2342	0.95296951
2343	0.952777667
2344	0.952591239
2345	0.95241047
2346	0.952235602
2347	0.952066878
2348	0.951904541
2349	0.951748834
2350	0.9516
2351	0.951458211
2352	0.951323353
2353	0.951195244
2354	0.951073699
2355	0.950958535
2356	0.950849568
2357	0.950746613
2358	0.950649488
2359	0.950558009
2360	0.950471991
2361	0.950391251
2362	0.950315605
2363	0.950244869
2364	0.95017886
2365	0.950117394
2366	0.950060287
2367	0.950007355
2368	0.949958414
2369	0.949913281
2370	0.949871772
2371	0.949833703
2372	0.94979889
2373	0.94976715
2374	0.949738298
2375	0.949712151
2376	0.949688526
2377	0.949667237
2378	0.949648103
2379	0.949630938
2380	0.949615558
2381	0.949601782
2382	0.949589423
2383	0.949578299
2384	0.949568226
2385	0.94955902
2386	0.949550497
2387	0.949542474
2388	0.949534766
2389	0.949527191
2390	0.949519563
2391	0.9495117
2392	0.949503417
2393	0.949494531
2394	0.949484858
2395	0.949474214
2396	0.949462416
2397	0.949449279
2398	0.94943462
2399	0.949418255
2400	0.9494
2401	0.949379716
2402	0.949357443
2403	0.949333265
2404	0.949307267
2405	0.949279531
2406	0.949250144
2407	0.949219188
2408	0.949186748
2409	0.949152909
2410	0.949117754
2411	0.949081368
2412	0.949043835
2413	0.94900524
2414	0.948965666
2415	0.948925198
2416	0.94888392
2417	0.948841916
2418	0.94879927
2419	0.948756068
2420	0.948712392
2421	0.948668328
2422	0.948623959
2423	0.94857937
2424	0.948534645
2425	0.948489868
2426	0.948445123
2427	0.948400495
2428	0.948356068
2429	0.948311926
2430	0.948268154
2431	0.948224835
2432	0.948182054
2433	0.948139895
2434	0.948098442
2435	0.94805778
2436	0.948017993
2437	0.947979165
2438	0.94794138
2439	0.947904723
2440	0.947869277
2441	0.947835127
2442	0.947802358
2443	0.947771053
2444	0.947741297
2445	0.947713174
2446	0.947686768
2447	0.947662163
2448	0.947639444
2449	0.947618695
2450	0.9476
2451	0.947583422
2452	0.94756894
2453	0.947556511
2454	0.947546092
2455	0.94753764
2456	0.947531113
2457	0.947526467
2458	0.947523661
2459	0.947522651
2460	0.947523394
2461	0.947525848
2462	0.94752997
2463	0.947535717
2464	0.947543046
2465	0.947551915
2466	0.947562281
2467	0.947574101
2468	0.947587333
2469	0.947601933
2470	0.947617858
2471	0.947635067
2472	0.947653516
2473	0.947673163
2474	0.947693964
2475	0.947715877
2476	0.94773886
2477	0.947762869
2478	0.947787861
2479	0.947813795
2480	0.947840626
2481	0.947868313
2482	0.947896813
2483	0.947926082
2484	0.947956078
2485	0.947986759
2486	0.948018081
2487	0.948050002
2488	0.948082479
2489	0.948115469
2490	0.948148929
2491	0.948182817
2492	0.948217091
2493	0.948251706
2494	0.94828662
2495	0.948321792
2496	0.948357177
2497	0.948392733
2498	0.948428417
2499	0.948464187
2500	0.9485


