University Queensland 	
1969	0.997602705
1970	0.997548836
1971	0.997563801
1972	0.997474964
1973	0.997401481
1974	0.99734098
1975	0.997299847
1976	0.997234915
1977	0.99718321
1978	0.997144513
1979	0.997060417
1980	0.996970019
1981	0.996914124
1982	0.996839611
1983	0.996730182
1984	0.99665893
1985	0.996576397
1986	0.996456939
1987	0.996325466
1988	0.996177604
1989	0.996072154
1990	0.995927475
1991	0.995798887
1992	0.995674611
1993	0.995542011
1994	0.995388132
1995	0.995170834
1996	0.99500139
1997	0.994874779
1998	0.994788939
1999	0.994636252
2000	0.99447617
2001	0.994306223
2002	0.994138205
2003	0.993962911
2004	0.99379354
2005	0.993583432
2006	0.993398069
2007	0.993264947
2008	0.993071933
2009	0.992938309
2010	0.992802297
2011	0.992625603
2012	0.992428488
2013	0.992251864
2014	0.992070019
2015	0.991900292
2016	0.991706485
2017	0.991552765
2018	0.991383124
2019	0.991205535
2020	0.99104651
2021	0.990818691
2022	0.990621356
2023	0.990389412
2024	0.990177956
2025	0.989965309
2026	0.989774191
2027	0.989623474
2028	0.989401238
2029	0.989122322
2030	0.988930952
2031	0.988692118
2032	0.988450875
2033	0.988299566
2034	0.988073681
2035	0.987840242
2036	0.987634602
2037	0.987405908
2038	0.987217537
2039	0.987026331
2040	0.986886022
2041	0.986665085
2042	0.986455959
2043	0.986305224
2044	0.986085685
2045	0.985898614
2046	0.985733965
2047	0.985579773
2048	0.985426622
2049	0.985235861
2050	0.985124992
2051	0.985028055
2052	0.984858294
2053	0.984695547
2054	0.984556356
2055	0.984345775
2056	0.984198245
2057	0.984065809
2058	0.983935392
2059	0.983797822
2060	0.983665331
2061	0.983528862
2062	0.98337361
2063	0.983205827
2064	0.983032668
2065	0.982892872
2066	0.982787265
2067	0.982659325
2068	0.982536964
2069	0.982439806
2070	0.982348375
2071	0.982221202
2072	0.982146147
2073	0.982002878
2074	0.981787529
2075	0.981663089
2076	0.981513805
2077	0.981389948
2078	0.981339704
2079	0.981243028
2080	0.981052257
2081	0.980940574
2082	0.980822316
2083	0.980697501
2084	0.98060603
2085	0.980539485
2086	0.980428223
2087	0.980257874
2088	0.980118685
2089	0.979933838
2090	0.979807298
2091	0.979709169
2092	0.979568105
2093	0.979405384
2094	0.97930357
2095	0.979143151
2096	0.97899434
2097	0.978888795
2098	0.978759174
2099	0.978595117
2100	0.978462722
2101	0.978327869
2102	0.978150471
2103	0.97800055
2104	0.977856132
2105	0.977678742
2106	0.977528341
2107	0.977363176
2108	0.977204142
2109	0.977035497
2110	0.976905515
2111	0.976763338
2112	0.976625783
2113	0.97654034
2114	0.976411283
2115	0.976267927
2116	0.976158076
2117	0.976018148
2118	0.975917914
2119	0.975838845
2120	0.975774844
2121	0.975712596
2122	0.97561501
2123	0.975485583
2124	0.975372481
2125	0.975209592
2126	0.97511901
2127	0.975061802
2128	0.974993977
2129	0.974909083
2130	0.974865951
2131	0.974766542
2132	0.974562433
2133	0.974521576
2134	0.974559712
2135	0.974519598
2136	0.97449557
2137	0.974425566
2138	0.974320979
2139	0.974295751
2140	0.974310567
2141	0.974299288
2142	0.974327282
2143	0.974340461
2144	0.974367825
2145	0.97440975
2146	0.974495283
2147	0.974554892
2148	0.974638687
2149	0.974718792
2150	0.974825588
2151	0.974909531
2152	0.975105524
2153	0.975340204
2154	0.97550564
2155	0.975689968
2156	0.975869323
2157	0.975987374
2158	0.97616533
2159	0.976407041
2160	0.976597087
2161	0.976838588
2162	0.977038129
2163	0.977278268
2164	0.977533647
2165	0.977782533
2166	0.978036614
2167	0.978260575
2168	0.978519289
2169	0.978777125
2170	0.979027897
2171	0.979300608
2172	0.979584002
2173	0.979859062
2174	0.98006402
2175	0.980350674
2176	0.980622223
2177	0.98090656
2178	0.981194142
2179	0.981513402
2180	0.981887808
2181	0.982233848
2182	0.982466602
2183	0.982765518
2184	0.983042358
2185	0.983303128
2186	0.983624077
2187	0.983907871
2188	0.984199773
2189	0.984475
2190	0.984778298
2191	0.98512745
2192	0.985381745
2193	0.985675012
2194	0.985910896
2195	0.986134576
2196	0.986380711
2197	0.986619479
2198	0.986821023
2199	0.98698865
2200	0.987189276
2201	0.987431638
2202	0.987656037
2203	0.987803662
2204	0.987991636
2205	0.988074371
2206	0.988177165
2207	0.988364909
2208	0.988500368
2209	0.988554073
2210	0.988639528
2211	0.988765571
2212	0.98882255
2213	0.988957648
2214	0.989084221
2215	0.989174449
2216	0.989207465
2217	0.989246813
2218	0.989298375
2219	0.98930978
2220	0.989309149
2221	0.989390142
2222	0.989496344
2223	0.989531603
2224	0.989520004
2225	0.989539285
2226	0.98947198
2227	0.989508144
2228	0.989541551
2229	0.989540542
2230	0.989585408
2231	0.98962122
2232	0.98954215
2233	0.989491814
2234	0.98939726
2235	0.989345958
2236	0.989259251
2237	0.989243863
2238	0.989151525
2239	0.989037383
2240	0.988969441
2241	0.988942336
2242	0.988861836
2243	0.988786893
2244	0.988705797
2245	0.988562811
2246	0.988527045
2247	0.98852337
2248	0.988420216
2249	0.988298165
2250	0.988198607
2251	0.98805447
2252	0.987993294
2253	0.988097942
2254	0.988044119
2255	0.987947626
2256	0.987869847
2257	0.987767749
2258	0.987682386
2259	0.987598842
2260	0.987539249
2261	0.987392447
2262	0.987189758
2263	0.987190865
2264	0.987074255
2265	0.986974188
2266	0.986898377
2267	0.986797183
2268	0.986626243
2269	0.986544144
2270	0.986515855
2271	0.986412085
2272	0.986322337
2273	0.986181718
2274	0.985984207
2275	0.985827415
2276	0.985676176
2277	0.985624348
2278	0.985604491
2279	0.985534117
2280	0.985485042
2281	0.985399315
2282	0.985289503
2283	0.985159585
2284	0.985056224
2285	0.984924291
2286	0.98477741
2287	0.984645357
2288	0.984604061
2289	0.98450606
2290	0.984355493
2291	0.98426466
2292	0.984234843
2293	0.98413243
2294	0.98402659
2295	0.983898462
2296	0.983783096
2297	0.983657176
2298	0.983384384
2299	0.983344273
2300	0.983144776
2301	0.982884211
2302	0.982891411
2303	0.982791849
2304	0.98267254
2305	0.982632346
2306	0.982454833
2307	0.982204261
2308	0.982061773
2309	0.982041151
2310	0.981786435
2311	0.98152254
2312	0.981336898
2313	0.981051919
2314	0.980818908
2315	0.980707097
2316	0.98053479
2317	0.98022739
2318	0.979956163
2319	0.979829422
2320	0.979641682
2321	0.979469038
2322	0.979281762
2323	0.979058792
2324	0.97887074
2325	0.978656875
2326	0.978495657
2327	0.978315542
2328	0.978156181
2329	0.978056435
2330	0.977931244
2331	0.977798181
2332	0.977614294
2333	0.977424545
2334	0.977263979
2335	0.977220824
2336	0.977146537
2337	0.977023526
2338	0.976908215
2339	0.976733362
2340	0.976584477
2341	0.976371822
2342	0.976223243
2343	0.976190232
2344	0.976152227
2345	0.976019724
2346	0.975998153
2347	0.975830605
2348	0.975589341
2349	0.975493431
2350	0.975440822
2351	0.975335736
2352	0.97522023
2353	0.975120434
2354	0.975086498
2355	0.974922384
2356	0.974794784
2357	0.974725818
2358	0.974588159
2359	0.974568648
2360	0.974553647
2361	0.974450603
2362	0.974391748
2363	0.974252643
2364	0.974195661
2365	0.974046254
2366	0.973875869
2367	0.973755547
2368	0.973646023
2369	0.973521357
2370	0.973459913
2371	0.973399419
2372	0.973346381
2373	0.973299227
2374	0.973163401
2375	0.973127146
2376	0.973003857
2377	0.972829274
2378	0.972904971
2379	0.972891009
2380	0.972770499
2381	0.972688793
2382	0.972594774
2383	0.97246414
2384	0.972520377
2385	0.972511734
2386	0.972602783
2387	0.972589091
2388	0.972554162
2389	0.972482649
2390	0.972449947
2391	0.972389084
2392	0.972366768
2393	0.972264668
2394	0.972252616
2395	0.972282738
2396	0.97208114
2397	0.972125701
2398	0.972190308
2399	0.972226657
2400	0.972211284
2401	0.972208652
2402	0.972023339
2403	0.971940061
2404	0.972075302
2405	0.971970373
2406	0.97192995
2407	0.971831227
2408	0.971652689
2409	0.971637037
2410	0.971760501
2411	0.971737524
2412	0.971813574
2413	0.971858223
2414	0.971780998
2415	0.971664115
2416	0.971442456
2417	0.97140023
2418	0.971269513
2419	0.971319832
2420	0.971377071
2421	0.971369955
2422	0.971341879
2423	0.971464391
2424	0.971507752
2425	0.971639154
2426	0.971561858
2427	0.97155607
2428	0.971570382
2429	0.971652645
2430	0.971569289
2431	0.971667594
2432	0.971473583
2433	0.971380951
2434	0.971437589
2435	0.97137596
2436	0.971160388
2437	0.971268818
2438	0.971403048
2439	0.971307296
2440	0.971079619
2441	0.971197296
2442	0.971160383
2443	0.971186421
2444	0.971125282
2445	0.971036323
2446	0.970828274
2447	0.970800493
2448	0.97112223
2449	0.971095541
2450	0.97109879
2451	0.971164311
2452	0.971231809
2453	0.971399341
2454	0.971503946
2455	0.971725336
2456	0.971699164
2457	0.971532804
2458	0.971368042
2459	0.971316842
2460	0.970850124
2461	0.970790753
2462	0.97102934
2463	0.97088444
2464	0.970710882
2465	0.970662069
2466	0.970521697
2467	0.970432762
2468	0.971064184
2469	0.97124232
2470	0.971334096
2471	0.971319454
2472	0.971007958
2473	0.97093715
2474	0.970564057
2475	0.970393628
2476	0.970538176
2477	0.97072873
2478	0.970512943
2479	0.970772387
2480	0.970917211
2481	0.970561695
2482	0.970591771
2483	0.970692957
2484	0.970317011
2485	0.970364186
2486	0.970519576
2487	0.970572803
2488	0.97066408
2489	0.970904626
2490	0.970503499
2491	0.970538986
2492	0.970788138
2493	0.97086359
2494	0.97110179
2495	0.971040746
2496	0.970599693
2497	0.97037145
2498	0.970812027
2499	0.970932694
2500	0.971923341

